DOI	Title	Authors	Abstract	Journal	Date
10.1136/jitc-2025-012423	Transformer-based AI approach to unravel long-term, time-dependent prognostic	Cortellini A, Santo V, Brunetti L, Garbo E, Pinato DJ, La Cava G, Naidoo J, Katz A, Loza M, Neal JW, Genova C, Gettinger S, Kim SY, Jayakrishnan R, El Zarif T, Russano M, Pecci F, Di Federico A, Alessi JV, Montrone M, Owen DH, Ramella S, Signorelli D, Fidler MJ, Li M, Camerini A, Halmos B, Vincenzi B, Metro G, Passiglia F, Yendamuri S, Guida A, Ghidini M, D'Alessio A, Banna GL, Fulgenzi CAM, Grisanti S, Grossi F, D'Incecco A, Josephides E, Van Hemelrijck M, Russo A, Gelibter A, Spinelli G, Verrico M, Tomasik B, Giusti R, Balachandran K, Bria E, Sebastian M, Rost M, Forster M, Mukherjee U, Landi L, Mazzoni F, Aujayeb A, Dupont M, Curioni-Fontecedro A, Chiari R, Sforza V, Tiseo M, Friedlaender A, Addeo A, Zoratto F, De Tursi M, Cantini L, Roca E, Mountzios G, Rocco D, Della Gravara L, Kalvapudi S, Inno A, Bironzo P, Di Marco Barros R, O'Reilly D, Fitzpatrick O, Karapanagiotou E, Monnet I, Baena J, Macerelli M, Piedra A, Agustoni F, Cortinovis DL, Tonini G, Minuti G, Bennati C, Mezquita L, Gorría T, Servetto A, Beninato T, Lo Russo G, Prelaj A, De Giglio A, Rogado J, Moliner L, Nadal E, Biello F, Nana FA, Dingemans AM, Aerts JGJV, Ferrara R, Abu Hejleh T, Takada K, Naqash AR, Garassino MC, Peters S, Wakelee HA, Nassar AH, Ricciuti B, Soda P, Caruso CM, Guarrasi V	BACKGROUND: With nearly one-third of patients with advanced non-small cell lung cancer (NSCLC) and PD-L1 Tumor Proportion Score≥50% surviving beyond 5 years following first-line pembrolizumab, long-term outcomes challenge traditional paradigms of cancer prognostication. The emergence of non-cancer-related factors and time-dependent trends underscores the need for advanced analytical frameworks to unravel their complex interplay. METHODS: We analyzed the Pembro-real 5Y registry, a global real-world dataset of 1050 patients treated across 61 institutions in 14 countries with a long-term follow-up and a large panel of baseline variables. Two complementary approaches were employed: ridge regression, chosen for its ability to address multicollinearity while retaining interpretability, and not another imputation method (NAIM), a transformer-based artificial intelligence model designed to handle missing data without imputation. Endpoints included risk of death at 6, 12, 24, 60 months and 5-year survival. RESULTS: The ridge regression model achieved a c-statistic of 0.66 (95% CI: 0.59 to 0.72) for the risk of death and an area under the curve (AUC) of 0.72 (95% CI: 0.65 to 0.78) for 5-year survival, identifying Eastern Cooperative Oncology Group Performance Status (ECOG-PS)≥2, increasing age, and metastatic burden as primary risk factors. However, wide CIs for some predictors highlighted statistical instability. NAIM demonstrated robust handling of missing data, with a c-index of 62.98±2.11 for risk of death and an AUC of 60.52±3.71 for 5-year survival. The comprehensive SHapley Additive exPlanations analysis revealed dynamic, time-dependent patterns, with early mortality dominated by acute factors (eg,	Journal for immunotherapy of cancer	29/09/2025
10.3389/fncel.2025.1655342	Alzheimer's disease: where do we stand now and what are the strategic	González A, Geywitz S, Maccioni RB	Alzheimer's disease (AD) is a multifactorial neurodegenerative disease, the primary cause of dementia in people over 65 years old. AD is characterized by two molecular hallmarks, the intracellular neurofibrillary tangles of tau and amyloid beta oligomers, which are aggregates of hyperphosphorylated tau and amyloid beta peptides, respectively. These hallmarks gave rise to the two main theories that have opened the way for available treatments, such as FDA-approved memantine, and Aβ (aducanumab, lecanemab) and tau immunotherapies. Tau immunotherapy, especially multitarget approaches, has been recently proven effective. However, drugs against amyloid plaques had a non-successful outcome, despite their contributions to AD knowledge. An innovative approach comes from the multitarget concept, based on bioactive molecules and nutraceuticals. Interestingly, the use of early detection biomarkers such as Alz-Tau(®), SIMOA(®), and the recent Lumipulse™ test, are an important support to orient AD therapies based on the modifications of the styles of life. This includes physical exercise, a healthy diet, mindfulness, and cognitive stimulation, among others. All of the above analyses are critical to switch the focus to the prevention of AD.	Frontiers in cellular neuroscience	01/01/2025
10.1007/s00421-010-1658-5	Association among basal serum BDNF, cardiorespiratory fitness and cardiovascular	Jung SH, Kim J, Davis JM, Blair SN, Cho HC	Evidence suggests that serum brain-derived neurotrophic factor (serum BDNF) can be affected by cardiorespiratory fitness (CRF), but this relationship is far from clear. Recent reports show an inverse relationship between serum BDNF and CRF in healthy individuals, and other studies suggest a possible association between serum BDNF and cardiovascular disease. However, the possible interaction between serum BDNF, CRF, and cardiovascular disease risk has not been studied. The purpose of this study was to examine the association among serum BDNF, CRF, and cardiovascular disease risk factors in healthy men. The investigation involved a large sample of men (n = 995, age range: 20-76 years) who live in the central area of South Korea and were recruited into the Preventive Health Study. Our study showed a significant inverse relationship between serum BDNF and relative VO(2)max (r = -0.412, p < 0.0001) and heart rate reserve (r = -0.194, p < 0.0001). Serum BDNF was positively correlated with body mass index (r = 0.80, p < 0.0001), total cholesterol (r = 0.185, p < 0.0001), and triglyceride (r = 0.320, p < 0.0001). Our data suggest that serum BDNF may be associated with effects of increased CRF on cardiovascular disease. However, more research is clearly needed before a determination of whether, and to what extent, serum BDNF may be responsible for some of the health benefits associated with CRF.	European journal of applied physiology	01/02/2011
10.1126/sciadv.adx3827	USP13 stabilizes NLRP3 to facilitate inflammasome activation by preventing	Li YT, Li KY, Tao SS, Wang T, Lu Y, Chen H, Zhan YQ, Zhao K, Xiang SS, Li JJ, Gao HY, Yu M, Li CY, Wang L, Yang XM, Ren GM, Yin RH	NOD-, LRR-, and pyrin domain-containing protein 3 (NLRP3) has a fundamental role in host defense and is involved in diverse inflammatory diseases. NLRP3 protein expression is tightly controlled by the ubiquitin system. In particular, NLRP3 protein degradation has been extensively studied. In contrast, the mechanisms to stabilize NLRP3 protein are much less known. Here, we demonstrated the critical role of ubiquitin-specific protease 13 (USP13) in regulating NLRP3 protein stability and inflammasome activation independently of its deubiquitinating enzyme activity. USP13 competes with E3 ubiquitin ligase TRIM31 to interact with NLRP3 and prevents TRIM31-mediated NLRP3 ubiquitination at K192 and K496 sites, thereby inhibiting proteasomal degradation of NLRP3. USP13 deficiency reduces NLRP3 protein expression in both human and mouse macrophages, which consequently inhibits NLRP3 inflammasome assembly and activation. Accordingly, deficiency of USP13 attenuates monosodium urate crystal-induced mouse peritonitis. Overall, our findings reveal a previously unrecognized regulatory mechanism of NLRP3 stability by USP13 and provide a potential therapeutic target for NLRP3-driven diseases.	Science advances	26/09/2025
10.1097/MEJ.0000000000001270	Early diagnosis and treatment of acute heart failure in prehospital and emergency	Miró Ò, Chioncel O, Mebazaa A, Sato N, Butler J, Davison B, Biegus J, Pagnesi M, Ambrosy AP, Savarese G, Fudim M, Mentz RJ, Nauli SE, Lima IGCV, Bocchi EA, Sliwa-Hahnle K, Dzudie A, Harikrishnan S, Riccardi M, Zhang Y, Zhou J, Cotter G, Freund Y	Acute heart failure (AHF) is diagnosed in about 0.5% of all patients seen by emergency medical systems (EMS) and represents about 1% of emergency department (ED) visits. Leg swelling and shortness of breath are the most frequent patient complaints. Despite significant advancements in patient care pathways, the proper diagnosis, treatment and disposition of AHF may be further improved in emergency settings. The present document is an expert consensus document outlining key points in diagnosis, treatment and decision-making of patients being diagnosed with AHF by EMS and in the ED. Pillars of correct diagnosis include detailed clinical assessment and accurate interpretation of natriuretic peptides, while chest X-ray is still the most frequent image test used in ED, that could be substituted by ultrasonography exploration in appropriate patients. Quick identification of the most severe cases needing intensive care is mandatory, most of them characterized by hemodynamic instability, ventilatory failure or acute coronary syndrome needing intervention. Treatment could be started in prehospital settings by EMS, and loop diuretics are still the cornerstone of decongestive therapy. Measurement of diuresis and natriuresis shortly after provision of the first diuretic bolus is recommended, as it can help in detecting patients with poor diuretic response for dose augmentation or drug escalation with the addition of acetazolamide or thiazides. For selected patients, vasodilators (especially for acute cardiogenic pulmonary edema phenotype) or inotropes/vasopressors (for those with cardiogenic shock) can be needed. Oxygen therapy should be provided to patients with air-room SpO2 below 95%, and noninvasive ventilation is an option for patients with respiratory distress. After provision of ED care, a correct decision of patient discharge or hospitalization is paramount, and risk stratification can help in this regard. Other key points of AHF management in the ED include adequate diagnosis and management of triggers of the AHF episode; to take aspects of patient frailty into account; to avoid lines, catheters, and patient overstay in the ED where possible; and to ensure a proper follow-up plan after discharge from the hospital.	European journal of emergency medicine : official journal of the European Society	29/09/2025
10.3390/cancers13030427	Cancer Treatment-Induced Accelerated Aging in Cancer Survivors: Biology and	Wang S, Prizment A, Thyagarajan B, Blaes A	"Rapid improvements in cancer survival led to the realization that many modalities used to treat or control cancer may cause accelerated aging in cancer survivors. Clinically, ""accelerated aging"" phenotypes in cancer survivors include secondary cancers, frailty, chronic organ dysfunction, and cognitive impairment, all of which can impact long-term health and quality of life in cancer survivors. The treatment-induced accelerated aging in cancer survivors could be explained by telomere attrition, cellular senescence, stem cell exhaustion, DNA damage, and epigenetic alterations. Several aging clocks and biomarkers of aging have been proposed to be potentially useful in estimating biological age, which can provide specific information about how old an individual is biologically independent of chronological age. Measuring biological age in cancer survivors may be important for two reasons. First, it can better predict the risk of cancer treatment-related comorbidities than chronological age. Second, biological age may provide additional value in evaluating the effects of treatments and personalizing cancer therapies to maximize efficacy of treatment. A deeper understanding of treatment-induced accelerated aging in individuals with cancer may lead to novel strategies that reduce the accelerated aging and improve the quality of life in cancer survivors."	Cancers	23/01/2021
10.1016/j.ejca.2025.115808	Tecotabart vedotin in Claudin 18.2-positive advanced gastric/gastroesophageal	Bai C, Zheng Y, Sun M, Ying J, Zhou F, Yu Y, Xing L, Zhang Y, Wen J, Wu H, Yang X, Wan L, Guo S, Zhao R, Zhu Z, Shen W, Wang Q, Gu S, Wu H, Chen W, Xia J, Zhao J, Dong X, Lou W, Jiang K, Zhang Z, Chen X, Fu D, Chen Y, Wang B, Liu J, Ji Y, Yuan S, Li Y, Gong Z, Fei D, Qin X, Qin C, Li J	BACKGROUND: Tecotabart vedotin (LM-302) is a novel antibody-drug conjugate (ADC) targeting CLDN18.2, a promising therapeutic target in gastrointestinal cancers. This phase 1/2 study evaluated the safety, pharmacokinetics, immunogenicity, and preliminary anti-tumor activity of tecotabart vedotin in patients with advanced solid tumors, with a focus on CLDN18.2-positive gastric/gastroesophageal junction (G/GEJ) cancer. METHODS: This open-label, multicenter study utilized a Bayesian adaptive design. Phase 1 enrolled patients with advanced solid tumors; phase 2 focused on CLDN18.2-positive G/GEJ, pancreatic, biliary tract cancer, or gastrointestinal tumors with low to moderate CLDN18.2 expression. Tecotabart vedotin was administered at 0.2-2.8 mg/kg every 3 weeks (Q3W) or 1.8-2.0 mg/kg every 2 weeks (Q2W). Primary endpoints included dose-limiting toxicities (DLTs) and safety in phase 1, and objective response rate (ORR) in phase 2. Secondary endpoints included safety, pharmacokinetics, immunogenicity, and other anti-tumor activity outcomes. RESULTS: Overall, 153 patients received tecotabart vedotin (phase 1: 38; phase 2: 115). DLTs occurred in 5 patients at higher dose levels. The maximum tolerated dose was 2.4 mg/kg Q3W; recommended phase 2 doses were 1.8 mg/kg Q2W and 2.4 mg/kg Q3W. Among 52 evaluable patients with CLDN18.2-positive G/GEJ cancer receiving 1.8 mg/kg Q2W, ORR was 32.7 % (95 % confidence interval [CI] 20.3-47.1), with median progression-free survival of 4.9 months (95 % CI 2.7-6.9), and overall survival of 10.9 months (95 % CI 9.1-17.1). Adverse events were manageable and consistent with monomethyl auristatin E-based ADCs. CONCLUSIONS: Tecotabart vedotin demonstrated encouraging anti-tumor activity and manageable safety in CLDN18.2-positive G/GEJ cancer, supporting further clinical development in gastrointestinal malignancies.	European journal of cancer (Oxford, England : 1990)	20/09/2025
10.1038/s44321-025-00307-2	Selective inhibition of mitochondrial Kv1.3 prevents and alleviates multiple	Angi B, Varanita T, Puthenparampil M, Scattolini V, Donadon M, Tavakoli M, Favero M, El Boustani M, Soddemann M, Biasutto L, Arcidiacono D, Ongaro A, Mattarei A, Trentin L, Wilson G, Gulbins E, Gallo P, Szabo I	Multiple sclerosis (MS) is characterized by invasion of the brain by effector memory T (T(EM)) lymphocytes that have been activated by repeated auto-antigen stimulation. Existing therapies target these and other autoreactive lymphocytes but their side effects include general immunosuppression and toxicity. Because the Kv1.3 potassium channel is highly expressed by chronically activated autoreactive T(EM)s, we investigated whether specific targeting of mitochondrial Kv1.3 using the pharmacological inhibitor PAPTP could selectively kill these T(EM)s in patients and mice with MS. 1 µM PAPTP targeted and reduced the number of autoreactive T(EM)s in blood samples from relapsing-remitting MS (RRMS) patients, leaving other T cell populations unaffected. Remarkably, pre-treatment of the entire T cell population with PAPTP during adoptive transfer of experimental autoimmune encephalomyelitis (EAE) killed T(EM)s and completely prevented disease onset in this mouse model. Moreover, PAPTP selectively eliminated activated T(EM)s and halted EAE progression when administered following disease onset. Our findings reveal the potential of PAPTP as an effective treatment for MS without adverse side effects.	EMBO molecular medicine	29/09/2025
10.1186/s12974-025-03536-x	Dysregulation of cellular metabolism within the gut-brain axis is associated with	Devereaux J, Robinson AM, Stavely R, Davidson M, Filippone RT, Ephraim R, Kiatos D, Apostolopoulos V, Nurgali K	BACKGROUND: Inflammatory bowel disease (IBD) is a chronic debilitating condition significantly affecting patient quality of life. Although the exact aetiology remains unknown, accumulating evidence has shown that disruption of the gut-brain axis may be related to the occurrence and development of chronic intestinal inflammation. Psychological disorders are highly prevalent in patients with IBD. However, an association between altered behaviour and dysregulated metabolic pathways within the gut-brain axis is yet to be explored. METHODS: Metabolic multiplexed phenotyping system involving indirect calorimetry and flow-through respirometry monitors was used to assess energy metabolism in Winnie mice with spontaneous chronic colitis and C57BL/6 littermates. Depressive and anxiety-like behaviours were evaluated with light dark, open field, grooming, elevated plus maze, and forced swimming tests. To investigate underlying mechanisms of the metabolic changes in Winnie mice, glycolysis/gluconeogenesis, fatty acid ß-oxidation, tricarboxylic acid cycle and oxidative phosphorylation gene expressions were determined by transcriptome analysis using high-throughput sequencing of mRNA extracted from the distal colon and brain samples. RESULTS: Our findings showed that energy metabolism and spontaneous activity were reduced in Winnie mice corresponding to alterations in the expression of cellular metabolism-associated genes in the distal colon. Winnie mice displayed depressive and anxiety-like behaviours reflecting downregulation of glycolysis/gluconeogenesis, fatty acid ß-oxidation, tricarboxylic acid cycle and oxidative phosphorylation in the distal colon and brain. Subsequent analyses showed pro-inflammatory cytokine expression was upregulated in the Winnie mouse brain. CONCLUSIONS: These data provide evidence that the dysregulation of cellular metabolism within the gut-brain axis underlies changes in behaviour and energy metabolism in chronic intestinal inflammation.	Journal of neuroinflammation	26/09/2025
10.1016/j.cub.2025.09.012	Reduced oxytocin signaling in the dBNST drives the transition from acute pain to	Fang S, Qin Y, Lian H, Zhong Y, Yang Y, Yu XD, Yang S, Liang J, Xiao W, Wen S, Zhang XM, Li B, Huang L	Transient sensory experiences can trigger sustained emotional disturbances, yet the underlying neural mechanisms remain unclear. Here, we show that acute pain induces persistent anxiety in male mice, independent of ongoing nociceptive input, through reduced oxytocin signaling in the dorsal bed nucleus of the stria terminalis (dBNST). Reactivating oxytocin receptors (Oxtrs) in the dBNST markedly alleviated anxiety-like behaviors following pain resolution. Mechanistically, chemogenetic inhibition of somatostatin-expressing (SST) neurons in the dBNST (dBNST(SST) neurons) abolished oxytocin's anxiolytic effects, while pharmacological blockade or selective knockdown of Oxtrs in these neurons increased anxiety-like behaviors. Transcriptomic and electrophysiological analyses further revealed that alterations in synaptic transmission and intrinsic excitability participate in this anxiety state. Together, these findings define a multilevel framework-spanning molecular, cellular, and circuit mechanisms-by which acute sensory input induces long-term emotional dysregulation. This study advances our understanding of pain-related affective disorders and highlights oxytocin signaling and dBNST(SST) neurons as promising therapeutic targets.	Current biology : CB	26/09/2025
10.1186/s12937-025-01205-6	Association between relative fat mass and obstructive sleep apnea and the	Guo Q, Xu W, Wang C, Xie M, Wu Z, Zhang N, Zhang B, Mu D	BACKGROUND: Obesity has been identified as one of the contributing factors to obstructive sleep apnea (OSA). The current obesity assessment indicators have poor ability to distinguish between fat and muscle. Relative fat mass (RFM) a new indicator of obesity that takes into account gender differences and can predict body fat conditions has advantage in this respect. This study aimed to investigate the potential association between RFM and OSA, as well as the possible mediating effect of hypertension. METHODS: This cross-sectional study used data from the National Health and Nutrition Examination Survey conducted in 2005-2008 and 2015-2018. Multivariate logistic regression, restricted cubic splines (RCS), and subgroup analyses were performed to evaluate the association between RFM and OSA. In addition, the receiver operating characteristic curve (ROC) of different obesity indicators was compared to assess their predictive ability for OSA. Mediation analysis was used to explore the potential mediating role of hypertension in the positive correlation. RESULTS: The study included 13,532 participants with complete study data, of which 6854 were assessed as having OSA according to the criteria, accounting for 50.65% of the study population. The results of the multivariate logistic regression model with fully adjusted covariates showed that the odds ratio of RFM was 1.096 (95%CI:1.084-1.109, P < 0.001). The results of the RCS show that RFM is nonlinearly correlated with OSA (P for nonlinear < 0.01). Subgroup analysis showed that the association between RFM and OSA was stronger in female and people younger than 60. The ROC also indicates that, compared with the body roundness index and weight-adjusted-waist index, RFM showed potential as a predictor. Mediation analysis and sensitivity analysis showed that hypertension had a statistically significant but poorly robust mediating effect between RFM and OSA. CONCLUSION: There is a positive and nonlinear correlation between RFM and OSA. Hypertension plays a potential mediating role in the positive association between RFM and OSA, but its robustness is poor. RFM shows potential as a predictor of OSA, but more prospective studies are needed to confirm these findings and determine the causal relationship between RFM and OSA.	Nutrition journal	26/09/2025
10.1186/s12884-025-08116-8	Non-coding RNAs as diagnostic biomarkers for preeclampsia: a systematic review	Liu J, Zhao Q, Zhu Y	BACKGROUND: Preeclampsia (PE), a grave obstetric complication, mandates the expeditious formulation of efficacious early diagnostic strategies. Accumulating evidence suggests that non - coding RNAs (ncRNAs), which are present in maternal circulation and placental tissues, display abnormal expression patterns in patients with PE, underscoring their potential as diagnostic biomarkers. This systematic review and meta - analysis intends to assess the diagnostic accuracy of ncRNAs for the detection of PE. METHODS: A comprehensive search was carried out across seven databases (China National Knowledge Infrastructure [CNKI], Wanfang Database, VIP Database, PubMed, Web of Science, Embase, and the Cochrane Library) up to December 25, 2024, to identify case - control and cohort studies exploring the diagnostic value of ncRNAs in PE. The quality of the studies was evaluated using the Quality Assessment of Diagnostic Accuracy Studies - 2 (QUADAS - 2) tool and the Newcastle - Ottawa Scale (NOS), and publication bias was assessed using Deeks' funnel plot. The pooled sensitivity (SEN), specificity (SPE), diagnostic odds ratio (DOR), and area under the curve (AUC) were computed using Review Manager 5.4 and Meta - DiSc 1.4. RESULTS: Among the 2,201 identified studies, 40 fulfilled the inclusion criteria for qualitative synthesis. Forty - eight ncRNAs showed diagnostic potential, including 25 microRNAs (miRNAs), 9 long non - coding RNAs (lncRNAs), and 6 circular RNAs (circRNAs). The pooled sensitivity and specificity were 80% (95% confidence interval [CI]: 76-84%) and 82% (95% CI: 79-85%), respectively. Single miRNA assays presented superior diagnostic performance (sensitivity [SEN]: 85%, specificity [SPE]: 85%) in comparison to circRNAs (SEN: 80%, SPE: 79%). Notably, combinatorial panels consisting of 2-3 ncRNAs attained optimal diagnostic performance, with a sensitivity of 91% (95% CI: 88-94%), a specificity of 80% (95% CI: 76-84%), and an area under the curve (AUC) of 0.9418 (standard error [SE] = 0.0152). CONCLUSION: Circulating ncRNAs exhibit significant potential as diagnostic biomarkers for PE, with multi-analyte panels providing improved diagnostic accuracy compared to single-marker strategies.	BMC pregnancy and childbirth	27/09/2025
10.1016/j.jare.2025.09.042	Therapeutic strategy for exosome-based bone regeneration to osteoporosis:	Dayanandan AP, Bello AB, Arai Y, Lee SJ, Lee SH	BACKGROUND: Osteoporosis (OP) is a progressive bone disease marked by reduced bone mass and microarchitectural deterioration, thereby increasing fracture risk. Current therapies only partly restore bone quality and often cause side effects with long-term use. Recent studies highlight exosomes, a subtype of extracellular vesicles, as key regulators of bone remodeling with promising regenerative potential. However, their role in osteoporosis remains underexplored. AIM OF REVIEW: This review aims to investigate how the established role of exosomes in bone regeneration may inform novel therapeutic strategies for osteoporosis. By linking general bone repair mechanisms with osteoporotic pathology, it evaluates the translational potential and limitations of exosome-based interventions. KEY SCIENTIFIC CONCEPTS OF REVIEW: Exosomes derived from mesenchymal stem cells, osteoblasts, osteoclasts, and macrophages regulate bone homeostasis by modulating osteogenesis, osteoclastogenesis, and immune responses. Their regenerative effects in non-osteoporotic settings are well documented. However, challenges such as exosome heterogeneity, rapid clearance, and poor targeting efficiency impede their direct application in osteoporosis. Recent bioengineering approaches, including osteogenic RNA or protein loading and surface modifications for bone targeting, show promise. Moreover, combining exosomes with immunomodulatory or synergistic therapies may further enhance their efficacy. Despite these advances, gaps persist in standardizing isolation techniques, ensuring batch consistency, and scaling up production for clinical use. This review consolidates current knowledge and outlines directions for adapting exosome-based bone regenerative strategies to osteoporosis treatment.	Journal of advanced research	25/09/2025
10.1016/j.celrep.2025.116330	IGF2BP3 redirects glycolytic flux to promote one-carbon metabolism and RNA	Sharma G, Gutierrez M, Jones AE, Kapoor S, Jaiswal AK, Neeb ZT, Rios A, Dorairaj P, Thaxton ML, Lin TL, Tran TM, Kabbani LES, Ritter AJ, Scherer GM, Sorrentino JP, Stiles L, Hoeve JT, Damoiseaux RD, Garg NK, Divakaruni AS, Sanford JR, Rao DS	Insulin-like growth factor 2 mRNA-binding protein 3 (IGF2BP3), an oncofetal	Cell reports	26/09/2025
10.1016/j.celrep.2025.116336	IRG1 catalyzed energy metabolite itaconic acid restrains type I	Chai L, Li C, Wang X, Qin Y, Sun H, Du J, Yang L, Hu D, Xiong J, Zhao Z, Gong R, Wu T, Wu M, Nie M, Gao J, Jia J, Gao C, Zhao W, Zhou H, Kang D, Jia M	Perturbation of energy metabolism is an essential feature during infection and inflammation. TANK-binding kinase 1 (TBK1) is crucial for initiating the innate immune response against viral infection, although aberrant and ongoing TBK1 activation induces excessive production of type I interferons (IFN-I). Nonetheless, the mechanisms whereby energy metabolism controls TBK1 activation remain unclear. Here, we elucidate a mechanism linking energy metabolism to the inhibition of TBK1-induced IFN-I responses via the immune response gene 1 (IRG1)-itaconic acid axis. Mechanistically, itaconic acid and its derivatives alkylated TBK1 at Cys605, thereby disrupting TBK1 dimerization and rapid activation. IRG1, the enzyme that catalyzes itaconic acid production, is upregulated during late-phase viral infection and acts as a feedback regulator to restrain TBK1 activity. We developed itaconic acid-based compounds ITA-5/ITA-9 as alternative TBK1 inhibitors. ITA-5/ITA-9 effectively limited excess	Cell reports	26/09/2025
10.1136/jitc-2025-012345	Targeting SQLE-mediated cholesterol metabolism to enhance CD8(+) T cell	Qiao S, Zou H, Weng Y, Liu YF, Li W, Yu XJ, Li L, Zheng L, Xu J	BACKGROUND: The sustained effectiveness of anti-programmed cell death protein-1 (PD1) treatment is limited to a subgroup of patients with hepatocellular carcinoma (HCC) due to the tumor microenvironment heterogeneity, highlighting the need to identify targetable biomarkers that synergize with PD1 blockade. Abnormal cholesterol metabolism plays a critical role in HCC progression, along with growing evidence indicating its complex immunomodulatory effects within the tumor microenvironment. However, the interplay between cholesterol homeostasis and immune evasion remains elusive. METHODS: Transcriptomic and clinical data from HCC datasets were analyzed to identify cholesterol metabolism-related targets. Multiplex immunostaining and flow cytometry were applied to examine the immune landscape association with squalene epoxidase (SQLE) in human and murine tumors. Mechanistic studies were conducted in vitro, and co-culture experiments of tumor cells and T cells were followed by metabolomics and transcriptome analyses. Therapeutic efficacy was evaluated in mouse HCC models. RESULTS: We demonstrated that elevated SQLE expression in human HCC was associated with poor clinical outcomes and correlated with reduced CD8(+) T cell infiltration and activation. Pharmacological inhibition or genetic knockdown of SQLE in tumor cells promoted CD8(+) T cell proliferation and activation in co-culture experiments. Untargeted metabolomics identified 27-hydrocholesterol, an oxysterol derived from tumor cells, as a key factor impairing CD8(+) T cell function via cholesterol dysregulation. SQLE inhibition in tumor cells suppressed oxysterols secretion, therefore overcoming cholesterol restrictions and enhancing the immune responses of CD8(+) T cells. Moreover, SQLE targeting with terbinafine restored antitumor immunity and synergized with anti-PD1 therapy in HCC. CONCLUSION: Targeting tumorous SQLE restores CD8(+) T cell function by overcoming cholesterol restrictions via oxysterol-SREBP2 signaling, highlighting SQLE as a potential therapeutic target to enhance immunotherapy efficacy in HCC.	Journal for immunotherapy of cancer	26/09/2025
10.1016/j.diabres.2025.112925	SGLT-2 inhibitors beyond diabetes: A new frontier in cancer treatment.	Nakhaei A, Delavar K, Azim AS, Afshari S, Mohtashami A, Jalili-Nik M, Jalali M, Ahmadi SS, Karav S, Afshari AR, Kesharwani P, Sahebkar A	Sodium-glucose co-transporter 2 (SGLT-2) inhibitors, a new class of antidiabetic medications including canagliflozin, dapagliflozin, ipragliflozin, and empagliflozin, recently came to light as possible anti-cancer therapeutics. The confirmed presence of SGLT-2 in many cancer cell lines further substantiates their potential as therapeutic targets. Because many cancer cells change their metabolism to become more glucose-dependent, blocking glucose absorption with	Diabetes research and clinical practice	26/09/2025
10.1016/j.lanhl.2025.100762	Single-domain and multidomain lifestyle interventions for the prevention of	Mendes AJ, Ribaldi F, Sayin O, Khachvani G, Mulargia R, Volpara G, Remoli G, Nencha U, Gianonni-Luza S, Cappa S, Frisoni GB	BACKGROUND: Preventing cognitive impairment in older adults is a public health priority. Although multidomain interventions have shown promise as preventive strategies, the optimal combination of interventions remains unclear. This network meta-analysis aimed to compare and rank the relative efficacy of single-domain and multidomain lifestyle interventions for the prevention of cognitive impairment in older adults who are cognitively unimpaired. METHODS: We did a systematic review and network meta-analysis of randomised controlled trials (RCTs) published in PubMed and Embase from inception until the date of our search on May 7, 2024 following a preregistered protocol in PROSPERO (CRD42024601975). We included RCTs in older adults who are cognitively unimpaired evaluating lifestyle interventions targeting diet, physical exercise, cognitive training, social activity, and health education, either alone or in combination. The primary outcome was global cognition, analysed using random-effects network meta-analysis, reporting standardised mean differences (SMDs) and 95% CIs, and compared against health education, active control, or no intervention. Subgroup analyses explored potential age-related differences and the effect of intervention duration. Risk of bias was assessed using Cochrane Risk of Bias 2, and publication bias was evaluated by assessing funnel plot asymmetry. FINDINGS: Of the 10 200 citations identified and 1183 full texts screened for eligibility, we identified 109 eligible RCTs, including 23 010 participants (median age 70·1 years [IQR 68·7-73·8], 14 957 [65%] female and 8053 [35%] male). Compared with health education, significant improvements in global cognition were found for physical exercise and cognitive training combined (SMD 0·26 [95% CI 0·10-0·42; p=0·0011); cognitive training alone (SMD 0·21 [0·08-0·33]; p=0·00092); diet, physical exercise, cognitive training, and health education combined (SMD 0·14 [0·02-0·27]; p=0·028); and physical exercise alone (SMD 0·14 [0·05-0·22]; p=0·0014). Random-effects models using active control and no intervention as comparators yielded similarly significant effects for the aforementioned interventions, with effect sizes in the same order. Risk of bias was high in 44 (40%) studies, and publication bias was suggested in studies comparing interventions with health education. INTERPRETATION: Several single-domain and multidomain lifestyle interventions are efficacious at modulating global cognition in older adults who are cognitively unimpaired, with the combination of physical exercise and cognitive training demonstrating the strongest effect. Combining lifestyle interventions might enhance efficacy, but increased number of domains does not automatically translate into greater cognitive benefits. These findings support lifestyle interventions as key components of prevention strategies; however, their optimal combination requires further investigation. FUNDING: None.	The lancet. Healthy longevity	25/09/2025
